,Date published,url,anger,disgust,fear,joy,sadness,label,score
129,2021-07-12T17:30:20Z,https://www.theguardian.com/world/2021/jul/13/income-support-for-casual-workers-essential-to-avoid-extended-sydney-lockdown-unions-say,0.169368,0.129997,0.102653,0.146813,0.651465,positive,0.293375
130,2021-07-12T10:21:30Z,https://www.theguardian.com/us-news/2021/jul/12/first-thing-wildfires-burn-as-heatwave-grips-us-west-coast,0.426797,0.193188,0.325067,0.081655,0.279483,negative,-0.465416
131,2021-07-10T09:12:39Z,https://www.theguardian.com/sport/live/2021/jul/10/afl-2021-geelong-vs-carlton-live-scores-teams-cats-v-blues-premiership-season-round-17-fixture-team-news-start-time-footy-updates,0.227565,0.056918,0.018342,0.564697,0.097749,positive,0.708412
132,2021-07-09T23:09:33Z,https://www.theguardian.com/world/live/2021/jul/09/coronavirus-live-news-thailand-confirms-record-new-cases-pfizer-to-ask-for-third-vaccine-dose-approval,0.472509,0.11422,0.143185,0.189259,0.518068,negative,-0.345561
133,2021-07-09T16:18:36Z,https://www.theguardian.com/business/live/2021/jul/09/uk-gdp-may-growth-economy-covid-trade-lockdown-ftse-pound-business-live,0.121487,0.065628,0.150496,0.532249,0.55216,negative,-0.423995
134,2021-07-06T15:25:25Z,https://www.theguardian.com/football/2021/jul/06/englands-next-challenge-turn-tense-wembley-relationship-into-love-match,0.137169,0.085713,0.159429,0.608308,0.545704,negative,-0.312663
135,2021-07-06T07:30:21Z,https://www.theguardian.com/us-news/2021/jul/06/anti-abortion-activists-operation-save-america,0.605278,0.597751,0.142674,0.157836,0.487156,negative,-0.614703
136,2021-07-05T09:00:46Z,https://www.theguardian.com/commentisfree/2021/jul/05/cryptocurrencies-financial-system-digital-future,0.103616,0.082956,0.124477,0.217208,0.256056,positive,0.785141
137,2021-07-04T05:55:27Z,https://www.theguardian.com/sport/live/2021/jul/04/afl-2021-sydney-vs-west-coast-live-scores-teams-swans-v-eagles-premiership-season-round-16-fixture-team-news-start-time-footy-updates,0.156391,0.120225,0.108483,0.513967,0.503613,negative,-0.386728
138,2021-07-03T08:00:47Z,https://www.theguardian.com/technology/2021/jul/03/cryptocurrency-scam-online-dating-covid-binance-grindr,0.447763,0.183938,0.137326,0.483505,0.606035,negative,-0.750356
139,2021-07-02T18:50:58Z,https://www.theguardian.com/business/live/2021/jul/02/markets-us-jobs-report-opec-ftse-sterling-reopening-inflation-business-live,0.085113,0.079277,0.134901,0.566083,0.527362,positive,0.287529
140,2021-07-01T17:30:15Z,https://www.theguardian.com/australia-news/2021/jul/02/gps-fume-at-being-left-to-shoulder-astrazeneca-vaccine-confusion-after-pms-unhelpful-comments,0.242059,0.158425,0.127516,0.563375,0.581447,negative,-0.369675
141,2021-07-01T05:26:02Z,https://www.theguardian.com/australia-news/2021/jul/01/australia-at-back-of-the-queue-for-pfizer-covid-vaccines-minister-admits,0.424886,0.102398,0.033626,0.423723,0.158427,negative,-0.668654
142,2021-06-30T23:55:33Z,https://www.theguardian.com/technology/2021/jun/30/world-wide-web-nft-sold,0.028946,0.001874,0.023374,0.704815,0.233499,positive,0.79108
143,2021-06-30T18:51:18Z,https://www.theguardian.com/business/live/2021/jun/30/chip-shortages-factories-china-japan-cars-uk-gdp-ftse-oil-business-live,0.101836,0.057793,0.134626,0.507973,0.644291,negative,-0.502085
144,2021-06-23T19:03:55Z,https://www.theguardian.com/sport/live/2021/jun/23/india-v-new-zealand-world-test-championship-final-day-six-live,0.127437,0.120304,0.123272,0.546691,0.554716,positive,0.445809
145,2021-06-23T16:56:35Z,https://www.theguardian.com/business/live/2021/jun/23/aviva-persimmon-leasehold-scandal-uk-economy-pmi-gsk-travel-industry-ftse-business-live,error,error,error,error,error,error,error
146,2021-06-23T11:00:26Z,https://www.theguardian.com/music/2021/jun/23/beyonces-4-at-10-the-album-that-set-the-stage-for-her-cultural-domination,0.132803,0.083929,0.091701,0.562033,0.599234,negative,-0.399352
147,2021-06-23T05:00:19Z,https://www.theguardian.com/technology/2021/jun/23/nfts-and-me-meet-the-people-trying-to-sell-their-memes-for-millions,error,error,error,error,error,error,error
148,2021-06-22T18:58:28Z,https://www.theguardian.com/business/live/2021/jun/22/uk-government-borrowing-may-debt-sunak-economy-ftse-sterling-business-live,0.108319,0.093224,0.139058,0.524932,0.637562,negative,-0.348989
149,2021-06-22T12:14:50Z,https://www.theguardian.com/travel/2021/jun/22/new-network-of-european-sleeper-overnight-trains-planned,0.132798,0.192215,0.19626,0.325702,0.315213,negative,-0.334718
150,2021-06-22T08:25:47Z,https://www.theguardian.com/australia-news/live/2021/jun/22/australia-politics-live-barnaby-joyce-scott-morrison-covid-nsw-sydney-victoria,error,error,error,error,error,error,error
151,2021-06-21T19:10:37Z,https://www.theguardian.com/business/live/2021/jun/21/morrisons-takeover-approach-jobs-fears-shares-bidding-war-global-markets-ftse-dow-business-live,error,error,error,error,error,error,error
152,2021-06-21T10:53:56Z,https://www.theguardian.com/technology/2021/jun/21/cryptocurrency-boom-fails-stem-losses-uk-fintech-firm-revolut,0.091905,0.011141,0.005429,0.602006,0.30987,positive,0.413679
153,2021-06-19T13:36:04Z,https://www.theguardian.com/us-news/2021/jun/19/trump-christian-right-conference-faith-and-freedom,0.530687,0.445558,0.140025,0.540583,0.558787,negative,-0.397542
154,2021-06-19T06:00:48Z,https://www.theguardian.com/lifeandstyle/2021/jun/19/life-savings-in-crypto-generation-of-amateurs-hooked-on-high-risk-trading,error,error,error,error,error,error,error
155,2021-06-18T18:43:59Z,https://www.theguardian.com/business/live/2021/jun/18/retail-sales-britain-food-hospitality-reopening-ftse-pound-dollar-business-live,error,error,error,error,error,error,error
156,2021-06-17T18:22:17Z,https://www.theguardian.com/business/live/2021/jun/17/markets-dollar-pound-ftse-federal-reserve-signals-rate-hike-us-jobless-business-live,0.113971,0.053646,0.130207,0.564432,0.588348,negative,-0.407275
157,2021-06-17T15:50:01Z,https://www.theguardian.com/technology/2021/jun/17/about-23m-britons-hold-cryptocurrencies-despite-warnings-of-risk,0.006822,0.000745,0.481778,0.019427,0.250892,negative,-0.620307
158,2021-06-17T14:12:01Z,https://www.theguardian.com/world/2021/jun/17/greece-controversial-new-labour-law-reform-shake-up-working-life,0.513348,0.112648,0.091022,0.132031,0.551756,negative,-0.491606
159,2021-06-16T20:38:39Z,https://www.theguardian.com/business/live/2021/jun/16/uk-inflation-rises-prices-fuel-clothing-ftse-stock-market-federal-reserve-meeting-powell-business-live,0.166463,0.085018,0.117043,0.560061,0.579322,negative,-0.359016
160,2021-06-12T15:00:33Z,https://www.theguardian.com/commentisfree/2021/jun/12/big-brother-is-still-watching-you-and-he-goes-by-the-name-facebook-john-naughton,0.050898,0.01738,0.038024,0.12211,0.4366,negative,-0.400976
161,2021-06-11T16:00:57Z,https://www.theguardian.com/business/live/2021/jun/11/uk-gdp-economy-reopened-april-trade-oil-ftse-pound-business-live,error,error,error,error,error,error,error
162,2021-06-11T11:30:13Z,https://www.theguardian.com/football/2021/jun/11/the-euro-2020-fiver-hope-hubris-resignation-despair-and-violence,0.092022,0.100303,0.112553,0.597902,0.495932,positive,0.420779
163,2021-06-11T06:00:11Z,https://www.theguardian.com/fashion/2021/jun/11/from-bag-dresses-to-tiara-rental-this-weeks-fashion-trends,0.079518,0.191276,0.161438,0.448808,0.201641,neutral,0
164,2021-06-11T02:00:05Z,https://www.theguardian.com/world/2021/jun/11/cold-war-or-uneasy-peace-does-defining-us-china-competition-matter,0.076231,0.062046,0.572104,0.454409,0.485404,negative,-0.477323
165,2021-06-09T05:00:40Z,https://www.theguardian.com/culture/2021/jun/09/bennifer-rebooted-ben-affleck-jennifer-lopezs-reunion-tiktok,0.117488,0.117408,0.086532,0.636923,0.559034,positive,0.398908
166,2021-06-08T20:00:30Z,https://www.theguardian.com/world/2021/jun/09/australian-mining-companies-have-paid-little-or-no-corporate-income-tax-in-png-despite-huge-profits,0.101712,0.116466,0.097082,0.569767,0.519222,negative,-0.425206
167,2021-06-08T17:58:23Z,https://www.theguardian.com/business/live/2021/jun/08/german-factory-output-bitcoin-hackers-ftse-markets-eurozone-gdp-unemployment-us-job-vacancies-climate-banks-business-live,error,error,error,error,error,error,error
168,2021-06-01T20:53:26Z,https://www.theguardian.com/us-news/2021/jun/01/texas-governor-greg-abbott-restrictive-voting-bill,0.314551,0.550201,0.007881,0.054059,0.382207,negative,-0.776894
169,2021-06-01T18:20:36Z,https://www.theguardian.com/business/live/2021/jun/01/uk-house-price-growth-factories-supply-chain-inflation-ftse-stock-market-business-live,error,error,error,error,error,error,error
170,2021-06-01T11:10:23Z,https://www.theguardian.com/us-news/2021/jun/01/first-thing-texas-republicans-to-resurrect-voting-restrictions-bill,0.314607,0.366945,0.04205,0.069459,0.285384,neutral,0
171,2021-05-31T20:22:48Z,https://www.theguardian.com/us-news/2021/may/31/texas-republicans-restrictive-voting-rights-bill,0.473183,0.628793,0.150122,0.100748,0.621089,positive,0.39594
172,2021-05-31T09:00:19Z,https://www.theguardian.com/us-news/2021/may/31/texas-republican-resistance-biden-politics,0.167435,0.525073,0.074085,0.710793,0.152694,negative,-0.380496
173,2021-05-31T05:31:10Z,https://www.theguardian.com/world/2021/may/31/monday-briefing-third-covid-wave,0.133367,0.020091,0.383512,0.222965,0.438309,negative,-0.580111
174,2021-05-30T17:30:01Z,https://www.theguardian.com/football/2021/may/31/viacomcbs-deal-points-to-brighter-future-for-a-league-and-w-league,0.070399,0.091858,0.069891,0.620189,0.47497,positive,0.390639
175,2021-05-29T10:00:22Z,https://www.theguardian.com/commentisfree/2021/may/29/non-fungible-tokens-digital-fad-planet-nfts-artists-fossil-fuels,0.213322,0.031931,0.03818,0.4243,0.378703,negative,-0.669813
176,2021-05-29T07:00:21Z,https://www.theguardian.com/books/2021/may/29/dreaming-of-a-better-future-ali-smith-malcolm-gladwell-and-more-on-books-to-inspire-change,0.002721,0.005446,0.00626,0.675157,0.306013,positive,0.732303
177,2021-05-28T17:04:13Z,https://www.theguardian.com/business/live/2021/may/28/markets-rally-biden-6tn-budget-proposal-eurozone-confidence-core-inflation-markets-business-live,error,error,error,error,error,error,error
178,2021-05-28T16:14:34Z,https://www.theguardian.com/politics/live/2021/may/28/uk-covid-live-calls-delay-21-june-reopening-boris-johnson-india-variant-coronavirus-viktor-orban,error,error,error,error,error,error,error
179,2021-05-28T13:48:13Z,https://www.theguardian.com/uk-news/2021/may/28/glasgow-to-stay-in-toughest-lockdown-level-as-covid-cases-rise,0.145697,0.144808,0.175067,0.55818,0.567183,negative,-0.644797
180,2021-05-26T14:01:43Z,https://www.theguardian.com/technology/2021/may/26/new-cryptocurrency-chia-blamed-for-hard-drive-shortages,0.123366,0.087072,0.13121,0.202684,0.543728,negative,-0.601683
181,2021-05-24T18:49:22Z,https://www.theguardian.com/business/live/2021/may/24/commodity-prices-iron-ore-china-speculation-bitcoin-ftse-bank-of-england-business-live,error,error,error,error,error,error,error
182,2021-05-23T20:52:56Z,https://www.theguardian.com/sport/2021/may/23/dina-asher-smith-beats-shacarri-richardson-to-100m-glory-in-gateshead,0.130393,0.077619,0.152543,0.636543,0.492562,positive,0.442345
183,2021-05-21T20:00:40Z,https://www.theguardian.com/australia-news/2021/may/22/no-coherent-plan-experts-reject-coalitions-rationale-for-taxpayer-funded-gas-power-plant,0.491263,0.528837,0.083555,0.138309,0.475851,negative,-0.469079
184,2021-05-21T20:00:40Z,https://www.theguardian.com/news/2021/may/21/corrections-and-clarifications,0.352224,0.189275,0.0564,0.416407,0.150763,negative,-0.302958
185,2021-05-21T17:49:32Z,https://www.theguardian.com/business/live/2021/may/21/uk-retail-sales-april-shops-service-sector-factories-ftse-business-live,0.155198,0.12207,0.147414,0.238762,0.484186,negative,-0.386293
186,2021-05-21T17:15:04Z,https://www.theguardian.com/commentisfree/2021/may/21/the-guardian-view-on-cryptoart-caution-necessary,0.522054,0.016062,0.082769,0.116114,0.040306,neutral,0
187,2021-05-21T16:12:09Z,https://www.theguardian.com/film/2021/may/21/paul-dano-the-riddler-the-batman,0.278386,0.434715,0.090175,0.032391,0.407869,negative,-0.648569
188,2021-05-21T09:30:03Z,https://www.theguardian.com/world/2021/may/21/when-was-the-best-time-to-be-alive,0.599147,0.450449,0.099279,0.664514,0.639682,positive,0.48852
189,2021-05-20T03:32:59Z,https://www.theguardian.com/business/2021/may/20/australias-unemployment-rate-falls-to-55-as-economy-shrugs-off-end-of-jobkeeper,0.003404,0.00277,0.012982,0.082703,0.166577,negative,-0.496302
190,2021-05-19T23:44:06Z,https://www.theguardian.com/world/2021/may/20/south-korea-balancing-act-test-biden-plan-get-tough-china,0.150058,0.120829,0.189321,0.478012,0.591779,negative,-0.369924
191,2021-05-19T20:58:11Z,https://www.theguardian.com/business/live/2021/may/19/uk-inflation-rises-april-energy-fuel-clothing-bitcoin-ftse-stock-markets-business-live,0.178891,0.115344,0.136634,0.178249,0.551064,negative,-0.321999
192,2021-05-19T17:10:51Z,https://www.theguardian.com/technology/2021/may/19/tell-us-are-you-an-amateur-investor-affected-by-the-crash-of-cryptocurrencies,0.104546,0.051375,0.061908,0.113401,0.282579,negative,-0.29127
193,2021-05-19T13:00:16Z,https://www.theguardian.com/technology/2021/may/19/ethereum-cryptocurrency-to-slash-carbon-emissions,0.068839,0.059994,0.082046,0.450299,0.56827,positive,0.25591
194,2021-05-19T08:06:12Z,https://www.theguardian.com/australia-news/live/2021/may/19/australia-news-live-coalition-gas-plant-fossil-fuel-labor-morrison-albanese-health-vaccines-covid,0.125369,0.463666,0.148977,0.580651,0.596293,negative,-0.338323
195,2021-05-18T08:00:43Z,https://www.theguardian.com/australia-news/live/2021/may/18/australia-news-live-business-sector-reopen-borders-covid-coronavirus-scott-morisson-anthony-albanese-vaccines,0.164682,0.4313,0.138902,0.504336,0.580825,negative,-0.439465
196,2021-05-17T17:57:01Z,https://www.theguardian.com/business/live/2021/may/17/bitcoin-tumbles-musk-tweets-ftse-reopening-stock-markets-inflation-business-live,error,error,error,error,error,error,error
197,2021-05-16T08:04:56Z,https://www.theguardian.com/sport/live/2021/may/16/afl-2021-round-9-melbourne-demons-v-carlton-blues-live,0.13666,0.098892,0.097956,0.559009,0.542782,negative,-0.255794
198,2021-05-13T11:00:27Z,https://www.theguardian.com/us-news/2021/may/13/solar-power-us-utility-companies-kansas,0.198825,0.081374,0.416039,0.542165,0.554361,negative,-0.42453
199,2021-05-12T14:06:49Z,https://www.theguardian.com/business/live/2021/may/12/uk-gdp-rebounds-with-21-growth-in-march-after-school-reopening-business-live,error,error,error,error,error,error,error
