,Date published,url,anger,disgust,fear,joy,sadness
43,2021-07-08T16:15:42Z,https://www.theguardian.com/technology/2021/jul/08/cryptocurrency-firm-circle-to-float-in-us-in-45bn-merger-deal-usd-coin,0.252473,0.039051,0.015712,0.632751,0.102009
44,2021-07-06T16:58:04Z,https://www.theguardian.com/business/live/2021/jul/06/german-factory-orders-uk-fiscal-risks-borrowing-pandemic-oil-construction-supermarkets-vauxhall-vans-ftse-sterling-business-live,error,error,error,error,error
45,2021-07-01T04:21:27Z,https://www.theguardian.com/commentisfree/2021/jul/01/patients-need-transparency-around-how-new-medicines-are-approved,0.139442,0.090877,0.141,0.593798,0.647845
46,2021-06-29T15:52:43Z,https://www.theguardian.com/business/live/2021/jun/29/uk-house-prices-june-stamp-duty-cars-steel-gfg-stock-markets-ftse-pound-business-live,error,error,error,error,error
47,2021-06-25T14:36:07Z,https://www.theguardian.com/business/live/2021/jun/25/global-markets-lifted-by-bidens-953bn-infrastructure-plan-uk-car-production-german-consumer-morale-business-live,0.1185,0.05452,0.15713,0.536856,0.54437
48,2021-06-22T18:58:28Z,https://www.theguardian.com/business/live/2021/jun/22/uk-government-borrowing-may-debt-sunak-economy-ftse-sterling-business-live,0.108319,0.093224,0.139058,0.524932,0.637562
49,2021-06-21T19:10:37Z,https://www.theguardian.com/business/live/2021/jun/21/morrisons-takeover-approach-jobs-fears-shares-bidding-war-global-markets-ftse-dow-business-live,error,error,error,error,error
50,2021-06-19T06:00:48Z,https://www.theguardian.com/lifeandstyle/2021/jun/19/life-savings-in-crypto-generation-of-amateurs-hooked-on-high-risk-trading,error,error,error,error,error
51,2021-06-18T18:43:59Z,https://www.theguardian.com/business/live/2021/jun/18/retail-sales-britain-food-hospitality-reopening-ftse-pound-dollar-business-live,error,error,error,error,error
52,2021-06-17T18:22:17Z,https://www.theguardian.com/business/live/2021/jun/17/markets-dollar-pound-ftse-federal-reserve-signals-rate-hike-us-jobless-business-live,0.113971,0.053646,0.130207,0.564432,0.588348
53,2021-06-16T20:38:39Z,https://www.theguardian.com/business/live/2021/jun/16/uk-inflation-rises-prices-fuel-clothing-ftse-stock-market-federal-reserve-meeting-powell-business-live,0.164515,0.081829,0.115568,0.561155,0.586675
54,2021-06-16T07:00:23Z,https://www.theguardian.com/global-development/2021/jun/16/its-not-easy-seven-working-parents-around-the-world-photo-essay,error,error,error,error,error
55,2021-06-15T18:41:06Z,https://www.theguardian.com/business/live/2021/jun/15/uk-unemployment-falls-payrolls-trade-stock-markets-ftse-us-economy-business-live,error,error,error,error,error
56,2021-06-09T15:44:39Z,https://www.theguardian.com/culture/2021/jun/09/stephen-colbert-capitol-riot-trevor-noah-jimmy-kimmel,0.21592,0.538795,0.181243,0.423999,0.512369
57,2021-06-05T23:05:22Z,https://www.theguardian.com/business/2021/jun/06/why-cryptocurrencies-may-remain-merely-a-bit-on-the-side,0.1372,0.056671,0.125864,0.240501,0.585688
58,2021-06-04T16:43:28Z,https://www.theguardian.com/business/live/2021/jun/04/travel-stocks-portugal-uk-car-sales-construction-us-jobs-report-g7-uk-norway-business-live,0.084006,0.097615,0.422357,0.569535,0.546817
59,2021-05-28T17:04:13Z,https://www.theguardian.com/business/live/2021/may/28/markets-rally-biden-6tn-budget-proposal-eurozone-confidence-core-inflation-markets-business-live,error,error,error,error,error
60,2021-05-24T18:49:22Z,https://www.theguardian.com/business/live/2021/may/24/commodity-prices-iron-ore-china-speculation-bitcoin-ftse-bank-of-england-business-live,error,error,error,error,error
61,2021-05-21T05:58:01Z,https://www.theguardian.com/careers/2021/may/21/weve-barely-scratched-the-surface-whats-next-for-womens-health-tech,0.06733,0.065182,0.283898,0.585455,0.102903
62,2021-05-20T06:40:52Z,https://www.theguardian.com/technology/2021/may/19/bitcoin-falls-30-after-china-crackdown,0.118951,0.066533,0.50296,0.482897,0.57481
63,2021-05-19T20:58:11Z,https://www.theguardian.com/business/live/2021/may/19/uk-inflation-rises-april-energy-fuel-clothing-bitcoin-ftse-stock-markets-business-live,0.178891,0.115344,0.136634,0.178249,0.551064
64,2021-05-15T12:00:25Z,https://www.theguardian.com/money/2021/may/15/travel-tech-best-gadgets-holiday-summer-technology-guide,0.171057,0.046317,0.108974,0.582521,0.213683
65,2021-05-14T20:00:06Z,https://www.theguardian.com/global-development/2021/may/14/have-a-little-empathy-bali-tires-of-badly-behaved-foreign-influencers,0.097604,0.545888,0.12414,0.603238,0.185899
66,2021-05-14T17:08:58Z,https://www.theguardian.com/business/live/2021/may/14/markets-ftse-inflation-commodities-iron-ore-copper-oil-us-retail-sales-business-live,0.075591,0.050071,0.53033,0.575524,0.52743
67,2021-05-14T06:00:50Z,https://www.theguardian.com/fashion/2021/may/14/aubrey-plazas-swimsuit-bottled-rainwater-fashion-trends,0.079518,0.191276,0.161438,0.448808,0.201641
68,2021-05-13T20:12:43Z,https://www.theguardian.com/business/live/2021/may/13/markets-inflation-worries-investors-ftse-nikkei-dow-nasdaq-prices-markets-bitcoin-business-live,error,error,error,error,error
69,2021-05-09T18:01:31Z,https://www.theguardian.com/technology/2021/may/09/dogecoins-value-tumbles-after-elon-musk-calls-the-virtual-currency-a-hustle,0.189904,0.009917,0.01471,0.771712,0.02472
70,2021-05-05T18:55:04Z,https://www.theguardian.com/technology/2021/may/05/dogecoins-record-breaking-rise-shoots-the-cryptocurrency-to-wider-attention,0.211572,0.008244,0.060128,0.634572,0.145041
71,2021-05-04T20:21:33Z,https://www.theguardian.com/business/live/2021/may/04/supply-chains-manufacturers-us-uk-mortgage-approvals-ftse-pound-travel-hospitality-business-live,0.131665,0.072288,0.602577,0.491525,0.519097
72,2021-04-27T16:33:46Z,https://www.theguardian.com/business/live/2021/apr/27/hsbc-bp-profits-jump-economic-outlook-uk-retail-stock-markets-ftse-business-live,error,error,error,error,error
73,2021-04-18T20:56:20Z,https://www.theguardian.com/australia-news/2021/apr/19/morning-mail-national-cabinet-to-rescue-vaccine-rollout-mental-health-crisis-five-minute-lunch-recipes,0.062378,0.006156,0.114777,0.173507,0.706919
74,2021-04-18T16:42:50Z,https://www.theguardian.com/technology/2021/apr/18/bitcoin-records-biggest-one-day-drop-for-months,0.151422,0.128387,0.118881,0.55761,0.660889
75,2021-04-16T23:20:48Z,https://www.theguardian.com/world/live/2021/apr/16/coronavirus-live-news-japan-to-expand-quasi-emergency-measures-brazil-running-out-of-sedatives,0.091962,0.105841,0.501246,0.60415,0.603742
76,2021-04-14T17:04:34Z,https://www.theguardian.com/technology/2021/apr/14/coinbase-nasdaq-value-cryptocurrency,0.061234,0.026734,0.051952,0.496358,0.247317
77,2021-04-13T16:15:30Z,https://www.theguardian.com/business/live/2021/apr/13/uk-economy-gdp-growth-covid-19-trade-us-inflation-markets-ftse-dow-business-live,error,error,error,error,error
78,2021-04-13T04:00:23Z,https://www.theguardian.com/world/2021/apr/13/turkeys-economic-turmoil-drives-bitcoin-frenzy,0.145177,0.072849,0.113102,0.608154,0.236516
79,2021-04-09T23:14:38Z,https://www.theguardian.com/world/live/2021/apr/09/coronavirus-live-news-south-korea-to-close-bars-and-clubs-amid-fourth-wave-fears,0.053364,0.096888,0.155448,0.57998,0.536912
80,2021-03-30T16:25:08Z,https://www.theguardian.com/business/live/2021/mar/30/markets-fallout-archegos-hedge-fund-margin-calls-ftse-dow-eurozone-inflation-business-live,0.10827,0.058533,0.129163,0.510612,0.630222
81,2021-03-22T17:24:17Z,https://www.theguardian.com/business/live/2021/mar/22/turkish-lira-tumbles-central-bank-sacking-ftse-pound-dollar-stock-markets-bonds-business-live,0.457983,0.113696,0.132736,0.164785,0.596028
82,2021-03-10T12:36:30Z,https://www.theguardian.com/us-news/2021/mar/10/donald-trump-buddha-statue-china-taobao,0.197537,0.073772,0.010202,0.560134,0.241199
83,2021-03-08T17:31:46Z,https://www.theguardian.com/business/live/2021/mar/08/uk-business-confidence-rises-covid-19-vaccinations-bank-of-england-ftse-business-live,0.100026,0.047802,0.412095,0.617311,0.546137
84,2021-03-02T19:12:02Z,https://www.theguardian.com/business/live/2021/mar/02/china-regulator-bubble-warning-markets-ftse-dow-inflation-business-live,error,error,error,error,error
85,2021-02-26T21:19:57Z,https://www.theguardian.com/business/live/2021/feb/26/markets-bond-selloff-yields-ftse-dow-nasdaq-inflation-business-live,0.149684,0.091188,0.560988,0.152583,0.587191
86,2021-02-25T21:18:33Z,https://www.theguardian.com/business/live/2021/feb/25/markets-rebound-inflation-economy-covid-ftse-dow-gamestop-business-live,0.142871,0.429452,0.15277,0.527756,0.52569
87,2021-02-16T19:01:02Z,https://www.theguardian.com/business/live/2021/feb/16/global-markets-record-stimulus-recovery-ftse-dow-pound-bitcoin-business-live,0.132222,0.071906,0.116125,0.540084,0.500728
88,2021-02-15T16:53:51Z,https://www.theguardian.com/business/live/2021/feb/15/pound-high-ftse-oil-bitcoin-covid-19-vaccine-optimism-lifts-markets-business-live,0.098461,0.062511,0.205141,0.578862,0.563677
89,2021-02-10T17:52:43Z,https://www.theguardian.com/business/live/2021/feb/10/emerging-markets-highs-inflation-recovery-ftse-heineken-job-cuts-business-live,error,error,error,error,error
